,ant_id,captured_food,searching_food,anthill_id
103,4effaacf-cab4-4cf5-918f-9e88ff48de08,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
104,86023949-c738-481e-af8a-a9aaa218c7fb,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
105,3a090f63-8411-42e7-85bc-40068b5ab3d0,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
106,12098472-45cf-4198-a159-e4fccb84984a,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
107,5b1d76a9-ae11-4dfd-9e11-7c8ee81a00a2,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
108,56a6d51c-8aa3-4e58-a51f-80ac9b1bdf4c,1,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
109,15a514a7-b7ca-4abc-a02d-be3d6ecd685d,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
110,d975b88a-76f9-48c4-97c4-8875cf110afb,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
111,b0b44687-3d86-4fa1-8b8f-c17c6c07e766,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
112,0dcf9f82-c936-4b1c-a7f7-96b58a8e100f,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
113,800f21f5-2851-4829-a98b-877ac8c72020,0,1,22b5ac87-4c33-4102-8776-02f8b142c5d6
